timestamp,location_name,latitude,longitude,current_u_m_s,current_v_m_s,current_speed_knots,current_heading_deg,sea_surface_temp_c,salinity_psu,data_provenance
2026-08-15T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.298,0.387,0.95,37.6,-1.21,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.219,-0.184,0.56,230.0,-1.73,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.161,0.156,0.44,45.8,-1.49,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.173,-0.038,0.35,257.7,-1.49,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.377,0.116,0.77,73.0,-1.33,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.3,0.356,0.9,40.2,-1.64,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.244,-0.092,0.51,249.4,-1.79,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.162,0.083,0.35,62.7,-1.46,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.108,0.006,0.21,273.2,-1.06,34.13,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.461,0.069,0.91,81.5,-1.55,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.311,0.314,0.86,44.7,-1.54,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.213,-0.13,0.49,238.7,-1.39,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.165,0.069,0.35,67.3,-1.57,34.04,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.188,0.044,0.38,283.3,-1.82,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.465,0.105,0.93,77.2,-1.58,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.252,0.335,0.82,37.0,-1.41,34.07,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.157,-0.135,0.4,229.3,-1.52,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.133,0.067,0.29,63.4,-1.88,34.13,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-16T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.154,0.064,0.32,292.6,-1.4,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.347,0.132,0.72,69.2,-1.82,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.24,0.307,0.76,38.0,-1.11,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.217,-0.122,0.48,240.7,-1.48,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.234,0.117,0.51,63.4,-1.63,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.098,0.002,0.19,271.0,-2.2,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.46,0.07,0.9,81.4,-1.1,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.251,0.322,0.79,37.9,-1.53,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.241,-0.113,0.52,244.8,-1.56,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.138,0.037,0.28,75.0,-1.47,34.01,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-17T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.162,0.056,0.33,289.1,-1.43,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.477,0.151,0.97,72.5,-1.7,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.244,0.349,0.83,34.9,-1.46,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.233,-0.15,0.54,237.2,-1.47,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.152,0.023,0.3,81.3,-1.86,34.12,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.182,-0.016,0.36,265.1,-1.3,34.04,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.421,0.172,0.88,67.8,-1.86,34.41,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.204,0.266,0.65,37.5,-1.31,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.172,-0.114,0.4,236.5,-1.71,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.142,0.099,0.34,55.2,-1.6,34.39,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-18T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.18,0.087,0.39,295.7,-1.65,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.463,0.096,0.92,78.3,-1.29,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.275,0.338,0.85,39.1,-1.38,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.242,-0.097,0.51,248.0,-1.7,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.148,0.015,0.29,84.3,-1.37,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.195,0.004,0.38,271.2,-1.44,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.445,0.045,0.87,84.2,-1.83,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.264,0.349,0.85,37.1,-1.69,34.13,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.211,-0.157,0.51,233.4,-1.79,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.194,0.043,0.39,77.5,-1.39,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-19T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.212,0.063,0.43,286.4,-1.58,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.445,0.081,0.88,79.6,-1.34,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.257,0.238,0.68,47.2,-1.67,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.258,-0.124,0.56,244.3,-1.76,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.194,0.046,0.39,76.6,-1.35,34.0,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.167,0.079,0.36,295.2,-1.47,34.09,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.434,0.127,0.88,73.7,-1.54,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.221,0.369,0.84,30.9,-1.52,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.299,-0.157,0.66,242.3,-1.29,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.021,0.186,0.36,6.4,-1.57,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-20T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.176,0.008,0.34,272.5,-1.58,34.02,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.464,0.129,0.94,74.5,-1.75,34.53,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.293,0.292,0.8,45.2,-1.27,34.37,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.272,-0.131,0.59,244.3,-1.72,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.124,0.124,0.34,45.0,-1.5,34.26,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.169,0.061,0.35,289.8,-1.56,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.4,0.152,0.83,69.1,-1.61,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.257,0.312,0.79,39.4,-1.78,34.38,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.18,-0.123,0.42,235.7,-1.53,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.156,0.036,0.31,76.9,-1.6,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-21T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.191,0.06,0.39,287.5,-1.61,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.337,0.145,0.71,66.8,-2.2,34.02,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.332,0.373,0.97,41.7,-1.1,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.225,-0.124,0.5,241.2,-1.77,34.08,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.095,0.101,0.27,43.2,-1.8,34.08,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.103,0.002,0.2,271.3,-1.54,33.91,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.442,0.103,0.88,76.9,-1.89,34.39,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.283,0.325,0.84,41.0,-1.32,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.295,-0.2,0.69,235.9,-1.58,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.154,0.086,0.34,60.9,-1.59,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-22T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.157,0.108,0.37,304.6,-1.75,33.95,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.515,0.085,1.02,80.7,-1.45,34.33,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.264,0.307,0.79,40.7,-1.86,33.99,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.218,-0.143,0.51,236.8,-1.8,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.217,0.077,0.45,70.3,-1.78,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.204,0.038,0.4,280.7,-1.76,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.498,0.185,1.03,69.6,-1.51,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.376,0.301,0.94,51.3,-1.13,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.202,-0.19,0.54,226.8,-1.48,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.228,0.073,0.46,72.2,-1.56,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-23T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.162,0.099,0.37,301.5,-1.39,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.47,0.114,0.94,76.3,-1.87,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.323,0.378,0.97,40.5,-1.73,34.42,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.245,-0.2,0.61,230.8,-1.55,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.188,0.088,0.4,64.9,-1.62,34.35,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.179,0.049,0.36,285.4,-1.33,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.455,0.143,0.93,72.5,-1.46,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.258,0.351,0.85,36.3,-1.76,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.156,-0.18,0.46,220.9,-1.7,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.147,0.086,0.33,59.8,-1.41,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-24T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.239,0.05,0.47,281.8,-2.03,34.13,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.5,0.07,0.98,82.0,-1.51,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.275,0.314,0.81,41.2,-1.54,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.218,-0.201,0.58,227.3,-1.44,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.093,0.034,0.19,70.0,-1.72,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.135,0.08,0.31,300.6,-1.89,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.484,0.15,0.98,72.7,-1.77,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.32,0.242,0.78,52.9,-1.32,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.245,-0.152,0.56,238.2,-1.66,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.153,0.092,0.35,58.9,-1.86,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-25T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.183,0.091,0.4,296.5,-1.81,34.12,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.432,0.182,0.91,67.1,-1.82,34.33,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.227,0.35,0.81,33.0,-1.57,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.239,-0.16,0.56,236.2,-1.65,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.14,0.107,0.34,52.7,-1.24,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.174,0.029,0.34,279.6,-1.54,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.427,0.087,0.85,78.4,-1.17,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.21,0.269,0.66,37.9,-1.5,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.261,-0.153,0.59,239.6,-1.91,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.149,0.022,0.29,81.5,-1.57,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-26T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.186,-0.009,0.36,267.4,-1.97,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.423,0.116,0.85,74.7,-1.61,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.338,0.357,0.96,43.4,-1.52,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.253,-0.111,0.54,246.3,-1.6,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.165,0.112,0.39,55.8,-1.83,34.39,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.154,-0.008,0.3,266.9,-1.64,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.426,0.06,0.84,82.0,-1.49,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.267,0.215,0.67,51.1,-1.75,33.95,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.089,-0.182,0.39,206.1,-1.7,34.07,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.138,0.119,0.35,49.3,-1.51,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-27T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.215,0.081,0.45,290.7,-1.18,34.4,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.408,0.143,0.84,70.7,-1.48,34.36,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.277,0.373,0.9,36.6,-1.74,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.186,-0.155,0.47,230.1,-1.47,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.152,0.086,0.34,60.4,-1.46,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.159,0.056,0.33,289.6,-1.74,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.436,0.159,0.9,70.0,-1.55,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.31,0.323,0.87,43.8,-1.36,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.259,-0.164,0.6,237.7,-1.56,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.182,0.12,0.42,56.6,-1.65,34.38,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-28T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.186,0.088,0.4,295.3,-1.59,33.83,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-29T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.396,0.176,0.84,66.0,-1.54,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-29T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.331,0.313,0.89,46.5,-1.56,34.26,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-29T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.216,-0.129,0.49,239.1,-1.74,34.46,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
