timestamp,station_name,latitude,longitude,air_temp_c,u10_m_s,v10_m_s,wind_speed_knots,wind_gust_knots,mean_sea_level_pressure_hpa,visibility_nm,spray_icing_hazard,data_provenance
2026-08-07T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-9.9,0.77,-4.86,9.6,14.2,1000.0,9.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.4,3.12,3.16,8.6,12.6,995.3,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-5.1,4.43,-1.76,9.3,16.3,979.9,10.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,1.5,8.6,-5.11,19.4,25.4,992.2,9.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-7.6,1.95,4.04,8.7,10.6,990.8,11.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.5,1.37,-4.25,8.7,13.5,981.1,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-7.8,5.48,-0.27,10.7,12.8,991.1,12.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.8,8.97,-2.78,18.3,23.3,981.0,11.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.5,6.79,-4.21,15.5,27.1,978.1,10.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.4,-0.53,-0.03,1.0,1.7,985.2,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-1.6,9.12,-8.13,23.7,41.9,987.9,10.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,0.2,5.2,2.21,11.0,18.4,979.4,13.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-0.5,5.28,-7.79,18.3,47.0,973.9,9.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-1.9,-0.56,3.05,6.0,10.1,984.6,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-8.4,-3.21,-3.07,8.6,14.1,995.4,13.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.9,2.63,-4.84,10.7,14.6,977.6,13.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-5.4,2.5,-4.59,10.2,17.1,1012.9,11.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.3,2.0,-2.07,5.6,8.5,992.1,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.4,-0.32,8.01,15.6,20.4,991.0,13.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.3,5.32,12.33,26.1,42.0,984.1,9.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-6.6,5.58,-7.38,18.0,30.9,982.4,8.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-9.1,-3.68,-10.22,21.1,31.5,994.9,10.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,2.0,4.65,3.57,11.4,17.5,984.3,8.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-1.6,2.0,4.16,9.0,13.5,979.9,10.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.6,8.56,-3.79,18.2,30.9,974.9,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.3,-5.64,-7.92,18.9,24.1,971.6,8.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-0.9,4.63,5.7,14.3,21.8,951.4,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.3,5.64,-2.1,11.7,17.7,1013.9,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-5.2,7.81,-0.87,15.3,18.6,973.1,13.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-6.4,-4.89,4.14,12.5,18.0,995.1,12.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-10.7,9.13,-2.2,18.2,31.1,991.2,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-08T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.7,1.55,2.32,5.4,9.6,971.3,12.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.1,14.41,-11.16,35.4,45.1,965.8,9.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-8.0,0.58,-0.88,2.1,3.3,974.6,11.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-10.9,-0.21,-4.06,7.9,11.0,974.8,14.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-9.1,0.76,-4.26,8.4,12.6,1001.3,8.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,1.3,-2.7,-6.87,14.3,18.4,991.0,7.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.8,5.29,-5.25,14.5,20.8,994.5,11.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.0,13.81,0.23,26.8,36.7,1001.4,10.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.0,2.85,4.3,10.0,13.6,995.8,9.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-6.9,2.23,-9.48,18.9,49.4,983.2,10.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-8.4,2.74,-6.43,13.6,17.3,965.3,9.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.9,3.46,-3.2,9.2,12.2,993.2,10.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.8,-0.97,-10.06,19.7,27.1,987.0,9.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.9,6.48,3.83,14.6,23.2,974.5,8.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.7,0.59,5.59,10.9,13.5,984.4,10.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.5,3.57,7.96,17.0,29.8,984.1,8.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-0.8,6.57,-12.33,27.2,37.4,983.7,12.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-8.3,2.89,-2.63,7.6,12.3,964.7,12.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.6,8.35,11.38,27.4,48.3,968.2,8.0,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-2.0,0.62,1.51,3.2,5.0,979.4,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-09T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-1.3,0.74,5.78,11.3,20.1,983.9,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.5,-3.04,-5.72,12.6,16.6,986.5,12.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.8,11.17,-10.77,30.2,45.8,986.2,9.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-9.1,-5.68,-1.04,11.2,19.2,963.0,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-8.3,-3.75,5.48,12.9,21.8,993.9,11.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.7,-4.5,-3.63,11.2,40.8,998.7,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.5,10.96,-1.19,21.4,62.6,989.2,13.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-1.4,1.84,-4.72,9.8,16.0,995.5,8.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.0,5.73,-2.98,12.6,17.6,982.2,10.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-1.7,3.9,2.09,8.6,11.9,994.4,13.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-4.3,8.95,-5.33,20.3,64.8,978.6,11.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-2.8,2.97,6.0,13.0,54.9,989.4,11.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.1,7.63,2.51,15.6,19.6,986.3,12.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-7.3,8.05,-11.44,27.2,41.8,975.7,11.2,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.7,6.95,-9.57,23.0,30.1,989.1,10.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-4.0,-1.2,-8.13,16.0,27.8,969.7,10.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,1.3,4.7,4.67,12.9,22.1,989.0,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-5.2,-6.03,-5.61,16.0,26.6,1004.5,11.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,0.5,10.25,-10.52,28.5,46.1,991.9,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-0.2,0.95,-0.76,2.4,37.9,974.7,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-10T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-4.7,4.29,-9.28,19.9,58.1,965.9,14.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-2.9,2.97,-4.18,10.0,12.2,965.2,10.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.3,4.42,-4.77,12.7,16.6,966.5,8.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-6.0,4.78,-2.41,10.4,16.7,970.2,10.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.7,8.73,-0.33,17.0,56.4,997.0,10.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-7.9,13.93,-1.82,27.3,39.6,972.4,8.4,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.5,11.3,-10.85,30.5,37.0,992.1,11.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.1,1.39,-2.14,5.0,7.8,991.9,11.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-7.9,0.98,-11.59,22.6,35.5,984.5,10.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.9,4.51,7.32,16.7,28.5,968.9,10.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-4.3,9.26,-0.76,18.1,31.8,992.9,12.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-6.7,0.69,-18.62,36.2,63.1,977.0,11.3,CRITICAL,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-7.1,5.16,-6.03,15.4,27.1,970.5,9.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-7.2,5.37,-3.71,12.7,22.1,1014.6,12.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.8,0.5,4.71,9.2,16.4,995.5,12.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.6,2.58,-3.35,8.2,13.3,999.8,9.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-5.3,3.95,-5.92,13.8,22.0,957.4,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-7.4,-0.73,3.28,6.5,9.0,987.0,11.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.8,4.16,0.27,8.1,13.7,986.7,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-2.7,4.65,0.0,9.0,13.3,971.1,9.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-11T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-7.5,10.58,3.19,21.5,29.2,984.7,6.1,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-9.1,8.45,-10.27,25.9,71.5,974.6,9.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-7.7,8.04,-2.37,16.3,27.5,1009.5,9.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.8,-4.34,-0.47,8.5,14.4,985.0,10.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.9,7.11,-5.28,17.2,25.7,999.8,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.3,3.19,11.21,22.7,38.6,1008.3,5.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.3,5.17,8.9,20.0,58.6,979.9,9.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-0.4,7.88,-8.76,22.9,32.8,966.7,9.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-2.5,1.27,-4.59,9.2,16.5,977.8,9.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.3,0.6,-9.67,18.8,32.5,964.2,6.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.5,10.83,0.87,21.1,34.2,997.2,10.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-0.7,3.71,8.62,18.2,29.9,988.8,13.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.4,-1.52,-11.27,22.1,27.6,1002.0,11.2,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-12.1,3.53,-1.75,7.7,10.0,978.0,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.4,1.72,-7.69,15.3,23.3,994.3,12.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.5,1.14,2.38,5.1,8.7,974.6,11.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-6.5,0.5,-6.75,13.2,16.2,980.7,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-3.6,3.16,-2.71,8.1,12.6,960.4,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.3,2.12,-1.36,4.9,6.7,969.8,13.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-0.1,-4.94,11.34,24.0,35.8,1003.6,7.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-12T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-7.3,7.11,-15.11,32.5,79.7,979.6,9.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.3,6.46,-1.1,12.7,19.3,982.4,13.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-2.9,5.89,6.24,16.7,30.0,991.5,7.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.4,-13.58,-2.76,26.9,48.1,988.4,10.4,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.3,-6.35,0.82,12.4,19.6,961.5,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,0.5,3.83,-4.76,11.9,19.0,992.3,10.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-1.1,4.56,5.53,13.9,16.8,958.7,10.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-9.7,2.73,2.09,6.7,11.8,967.8,11.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-3.1,6.66,-3.0,14.2,24.5,996.0,10.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.3,10.72,4.89,22.9,29.7,995.6,12.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-5.9,0.78,0.78,2.2,3.8,980.9,11.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.2,2.04,-1.97,5.5,8.0,987.9,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-3.5,8.6,-6.22,20.6,25.3,983.0,7.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.3,2.54,-8.84,17.9,24.9,987.0,9.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.7,12.84,-8.65,30.1,49.3,985.9,9.1,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.5,3.17,-14.42,28.7,51.2,980.6,11.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-8.7,15.3,-2.22,30.1,37.9,984.1,10.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-13T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.3,3.66,-5.85,13.4,17.6,964.6,11.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
